timestamp,latency_ms
1756112849.5892835,7.019996643066406
1756112850.082283,1.3818740844726562
1756112850.5835583,1.2509822845458984
1756112851.0844307,1.283884048461914
1756112851.5989819,1.2905597686767578
1756112852.0750697,1.2576580047607422
1756112852.5763648,1.3239383697509766
1756112853.0777245,1.2748241424560547
1756112853.5790803,1.2395381927490234
1756112854.0803375,1.2371540069580078
1756112854.5818229,1.2450218200683594
1756112855.0831645,1.2481212615966797
1756112855.5843737,1.2099742889404297
1756112856.0852034,1.194000244140625
1756112856.5994954,1.0488033294677734
1756112857.0760689,1.2221336364746094
1756112857.577702,1.3263225555419922
1756112858.078681,1.2390613555908203
1756112858.5794582,1.0592937469482422
1756112859.081061,1.2118816375732422
1756112859.5827599,1.2171268463134766
1756112860.0832622,0.7736682891845703
1756112860.5849528,0.9717941284179688
1756112861.0861924,1.2803077697753906
1756112861.6008716,1.2891292572021484
1756112862.077678,1.2249946594238281
1756112862.5785673,1.219034194946289
1756112863.079823,1.2972354888916016
1756112863.580797,1.2593269348144531
1756112864.0820537,1.2061595916748047
1756112864.583932,1.3132095336914062
1756112865.0850701,1.2717247009277344
1756112865.586226,1.1773109436035156
1756112866.0871017,1.2578964233398438
1756112866.6018975,1.3229846954345703
1756112867.0789065,1.2412071228027344
1756112867.5794628,1.1909008026123047
1756112868.079471,0.6732940673828125
1756112868.5817335,1.226186752319336
1756112869.082422,1.056671142578125
1756112869.5839896,0.9641647338867188
1756112870.086119,1.1959075927734375
1756112870.5869699,1.191854476928711
1756112871.0885596,1.336812973022461
1756112871.6018589,0.5939006805419922
1756112872.0800054,1.3768672943115234
1756112872.5804665,1.2218952178955078
1756112873.0816455,1.308441162109375
1756112873.5827067,1.2729167938232422
1756112874.0838068,1.3012886047363281
1756112874.5857046,1.2774467468261719
1756112875.0870109,1.2173652648925781
1756112875.5881305,1.264810562133789
1756112876.0894532,1.2764930725097656
1756112876.6037674,1.3129711151123047
1756112877.0808156,1.237630844116211
1756112877.5816395,1.3539791107177734
1756112878.0826535,1.2645721435546875
1756112878.5836,1.230478286743164
1756112879.0849464,1.2423992156982422
1756112879.5865538,1.3470649719238281
1756112880.0881321,1.3647079467773438
1756112880.589029,1.2216567993164062
1756112881.0902996,1.2409687042236328
1756112881.604574,1.2104511260986328
1756112882.08199,1.2860298156738281
1756112882.5823479,1.157522201538086
1756112883.083704,1.2683868408203125
1756112883.5847843,1.2786388397216797
1756112884.085806,1.2438297271728516
1756112884.5873227,1.1568069458007812
1756112885.0889864,1.2862682342529297
1756112885.5900896,1.3203620910644531
1756112886.0911663,1.1839866638183594
1756112886.6055589,1.2505054473876953
1756112887.0827649,1.2314319610595703
1756112887.5834174,1.2066364288330078
1756112888.0846438,1.2519359588623047
1756112888.5857472,1.2977123260498047
1756112889.0868142,1.306295394897461
1756112889.588287,1.1861324310302734
1756112890.0898647,1.2135505676269531
1756112890.5910258,1.1985301971435547
1756112891.0919893,1.1377334594726562
1756112891.6055923,0.5631446838378906
1756112892.083717,1.2311935424804688
1756112892.5843256,1.165628433227539
1756112893.0858088,1.3043880462646484
1756112893.586733,1.3124942779541016
1756112894.0879076,1.2595653533935547
1756112894.5892994,1.2202262878417969
1756112895.091078,1.3899803161621094
1756112895.5920415,1.2466907501220703
1756112896.092831,1.0666847229003906
1756112896.6076071,1.371145248413086
1756112897.0848534,1.3992786407470703
1756112897.5853302,1.2035369873046875
1756112898.087024,1.211404800415039
1756112898.5879087,1.2674331665039062
1756112899.0887418,1.2679100036621094
1756112899.5902734,1.2259483337402344
1756112900.09186,1.277923583984375
1756112900.5929604,1.2104511260986328
1756112901.0941272,1.3256072998046875
1756112901.608345,1.2006759643554688
1756112902.085646,1.1777877807617188
1756112902.586281,1.2149810791015625
1756112903.0879147,1.2176036834716797
1756112903.5884707,1.1913776397705078
1756112904.0898716,1.377105712890625
1756112904.5913148,1.2378692626953125
1756112905.0928664,1.2197494506835938
1756112905.5940053,1.2078285217285156
1756112906.0945313,0.919342041015625
1756112906.609367,1.27410888671875
1756112907.0868058,1.1467933654785156
1756112907.5872421,1.285552978515625
1756112908.089153,1.2359619140625
1756112908.5896606,1.2395381927490234
1756112909.0907094,1.2791156768798828
1756112909.59232,1.3692378997802734
1756112910.093722,1.2454986572265625
1756112910.5949476,1.2202262878417969
1756112911.095984,1.2476444244384766
1756112911.6102154,1.1882781982421875
1756112912.0878892,1.2028217315673828
1756112912.588172,1.2483596801757812
1756112913.0902088,1.1875629425048828
1756112913.5905335,1.2366771697998047
1756112914.091866,1.2769699096679688
1756112914.5931208,1.2288093566894531
1756112915.0945888,1.2128353118896484
1756112915.5959182,1.2629032135009766
1756112916.0968945,1.2326240539550781
1756112916.6112251,1.218557357788086
1756112917.0886977,1.249551773071289
1756112917.5891159,1.222848892211914
1756112918.091146,1.2323856353759766
1756112918.5915694,1.2087821960449219
1756112919.0928986,1.1975765228271484
1756112919.5941503,1.2311935424804688
1756112920.0954847,1.2001991271972656
1756112920.5969043,1.2562274932861328
1756112921.0978065,1.2445449829101562
1756112921.6124132,1.4395713806152344
1756112922.0897138,1.2042522430419922
1756112922.5902843,1.341104507446289
1756112923.0920675,1.2030601501464844
1756112923.5924742,1.2638568878173828
1756112924.0939496,1.1892318725585938
1756112924.5950944,1.2078285217285156
1756112925.0964613,1.1794567108154297
1756112925.5978842,1.2357234954833984
1756112926.0986705,1.2431144714355469
1756112926.6130476,1.16729736328125
1756112927.0905032,1.1680126190185547
1756112927.591026,1.2826919555664062
1756112928.0929618,1.2023448944091797
1756112928.5939221,1.1701583862304688
1756112929.0949914,1.1951923370361328
1756112929.5960124,1.1856555938720703
1756112930.097306,1.1920928955078125
1756112930.598943,1.275777816772461
1756112931.099528,1.1827945709228516
1756112931.61398,1.1246204376220703
1756112932.0915246,1.2319087982177734
1756112932.591886,1.2364387512207031
1756112933.093976,1.2388229370117188
1756112933.5945144,1.2125968933105469
1756112934.0960853,1.2440681457519531
1756112934.5971003,1.2562274932861328
1756112935.0985982,1.234292984008789
1756112935.5999403,1.2972354888916016
1756112936.1002233,0.8769035339355469
1756112936.615064,1.2481212615966797
1756112937.0925472,1.260519027709961
1756112937.5927877,1.2259483337402344
1756112938.0954638,1.369476318359375
1756112938.5966196,1.6789436340332031
1756112939.0968153,1.1632442474365234
1756112939.597075,0.7402896881103516
1756112940.0983558,0.6279945373535156
1756112940.6007469,1.394033432006836
1756112941.10156,1.201629638671875
1756112941.616011,1.2600421905517578
1756112942.0936968,1.4445781707763672
1756112942.5938332,1.3246536254882812
1756112943.0970955,1.6210079193115234
1756112943.5970109,1.1670589447021484
1756112944.0979588,1.2066364288330078
1756112944.5978804,0.7278919219970703
1756112945.1002977,1.1806488037109375
1756112945.6015098,1.2755393981933594
1756112946.1024144,1.2073516845703125
1756112946.616928,1.1730194091796875
1756112947.0949173,1.6598701477050781
1756112947.5947032,1.2238025665283203
1756112948.0974655,1.2812614440917969
1756112948.5979984,1.2025833129882812
1756112949.0992663,1.252889633178711
1756112949.5997071,1.2989044189453125
1756112950.10122,1.1646747589111328
1756112950.6023927,1.2178421020507812
1756112951.103341,1.2269020080566406
1756112951.6180193,1.2829303741455078
1756112952.0977044,2.260923385620117
1756112952.5958009,1.0366439819335938
1756112953.0983481,1.2674331665039062
1756112953.598989,1.2502670288085938
1756112954.0994062,0.9233951568603516
1756112954.6006331,1.1785030364990234
1756112955.1022356,1.2636184692382812
1756112955.6027932,1.071929931640625
1756112956.1043434,1.1866092681884766
1756112956.6188717,1.2454986572265625
1756112957.0974896,1.5001296997070312
1756112957.5969853,1.219034194946289
1756112958.099852,1.239776611328125
1756112958.59981,1.1665821075439453
1756112959.1010807,1.2645721435546875
1756112959.602013,1.3616085052490234
1756112960.1034012,1.264333724975586
1756112960.6040049,1.1904239654541016
1756112961.1051528,1.1856555938720703
1756112961.6197698,1.2049674987792969
